"qwen_b_pre","qwen_b_gamma","gemma_b_pre","gemma_b_gamma"
0.51998137,-2.1956943,0.54582029,-0.020801044
0.77485302,2.0347667,0.57924276,-0.30348079
0.6367049,-0.58473548,0.60493179,0.31155527
0.59113977,0.30280614,0.58936767,-0.5631217
0.71836421,0.098989504,0.5434978,-0.57004631
0.61913076,-0.46375412,0.63513893,-1.1003799
0.51769773,0.17936716,0.61436475,-0.82789204
0.68776738,1.2415327,0.48763714,0.41720875
0.71695352,-0.35474045,0.68793407,-0.40373219
0.63208139,0.60452074,0.56105712,0.50434079
0.58075831,-0.019202226,0.52842409,0.36230533
0.67537367,0.28743307,0.53150451,-1.3856859
0.66553483,0.066034743,0.48615375,1.0472777
0.62608327,1.8911001,0.64054527,-0.6446918
0.5812823,0.75524693,0.61942465,1.3765473
0.58450815,0.012860388,0.6907962,-0.60667274
0.78385739,-0.082686416,0.7616511,0.09385941
0.63764669,0.15277719,0.65929578,0.58871308
0.75609563,0.31185406,0.63784911,-0.06657427
0.80146189,-0.70280594,0.65507833,0.31203969
0.9046036,-0.08211006,0.70765762,0.088253762
0.90426712,-0.31637157,0.62832836,0.50566581
0.85892747,-0.19450724,0.60801225,0.23096743
0.86236063,-0.16690944,0.44964889,-0.15948021
0.51728805,0.72239694,0.52209857,-1.0047297
0.48621521,0.88072568,0.54675976,0.095003306
0.55009092,0.5321913,0.63923678,1.1356358
0.67647294,0.44905928,0.66653548,-0.11715821
0.64758369,0.023124998,0.61898744,-0.5185274
0.59052018,0.23588272,0.56371076,1.4259939
0.6095551,0.25191677,0.6264425,0.92471874
0.51808253,-0.30579937,0.47073351,-1.1714204
0.68339861,0.5508606,0.47792677,-0.78110886
0.60949476,-1.1378092,0.40596226,-1.1840673
0.69939405,-1.4189409,0.40201103,-1.3377774
0.63977019,-1.5454123,0.47855614,-1.0989196
0.50079167,-0.53000639,0.49877164,-0.50664518
0.49102177,0.59023487,0.59852989,0.33551833
0.62654132,-0.87098287,0.69294699,-0.3875873
0.73846899,1.0251554,0.51898044,-0.25754282
0.44523496,0.10627383,0.62357586,0.02657463
0.45620486,0.27434618,0.59536101,-0.30360804
0.77864963,-0.47209414,0.55982695,1.2661151
0.79372407,-0.32174397,0.45883425,1.3506917
0.47825858,-0.35110904,0.50336589,-0.51909163
0.51630867,-1.5933534,0.4363985,0.91208858
0.54204671,0.18505643,0.40323447,-0.55448984
0.815079,1.9214603,0.6542569,1.0479703
0.91571837,0.65568192,0.75570669,2.8044758
0.84390147,-0.29435985,0.60690715,-1.8564141
0.81683943,0.39507165,0.5546302,-1.0038865
0.82518402,2.4535384,0.7118335,-0.40027933
0.80107757,2.3745424,0.63709909,-1.4224588
0.83380818,2.3828331,0.4885076,1.822692
0.66887384,1.1946797,0.4946279,1.1196531
0.69251158,0.25475179,0.47924812,0.91997095
0.59486308,0.020079064,0.71223123,0.0029923569
0.73062437,-0.15588641,0.68100831,0.81465724
0.75430811,0.016383755,0.67128175,1.1186457
0.77124595,-0.033370037,0.45859613,0.091108555
0.65217089,-0.62086566,0.4693634,-1.1465215
0.72538757,-0.52179294,0.43863944,-0.61659012
0.81068895,-0.10507797,0.68384249,0.58571488
0.71300509,0.66700411,0.69975957,-0.40890096
0.77986054,0.85820802,0.70060169,-0.26846112
0.64878022,0.62252603,0.65201416,0.70339285
0.63865736,0.50980488,0.70216734,0.58712541
0.60739472,-0.66693622,0.68343248,0.04130988
0.62175877,2.0023768,0.58037009,0.30971485
0.59952366,2.3881551,0.63690495,0.79860865
0.78066133,-0.21688956,0.46338412,0.39082078
0.7085513,2.038605,0.5160349,-1.0207877
0.72813266,2.4428981,0.45019147,1.2290387
0.66647771,0.67307683,0.5465652,0.30636667
0.53331057,-0.12738865,0.6362667,0.06251356
0.89427559,-0.43320713,0.59843813,-0.15542546
0.48982017,-0.81490405,0.46710788,-1.2146599
0.49350144,0.090577551,0.53589934,1.0985374
0.55027848,0.050114183,0.44824462,-0.69958471
0.72885124,0.33477961,0.38363076,-0.67640512
0.78638235,0.10413912,0.56928224,1.358236
0.55224644,-0.51600196,0.50816349,1.0739034
0.53371082,-1.4921153,0.58745676,0.75170721
0.80508935,-0.58760221,0.49023063,-0.29891895
0.6045155,-0.56525734,0.47289936,0.14274917
0.62248383,-0.54428242,0.6189466,-0.0054101781
0.64929391,0.62297305,0.64795426,0.096804891
0.57937339,0.68045842,0.4973629,-0.23190832
0.57607853,-0.95834848,0.60123076,-0.98103987
0.5134031,-0.88349551,0.6786446,1.0040859
0.58504863,-1.1939988,0.60974156,-1.338574
0.5508781,-1.152521,0.51364398,1.4239771
0.55728623,-1.1422494,0.39009911,0.14185118
0.57856278,1.157827,0.42701404,-0.28334114
0.68319255,-0.29826854,0.45994606,-0.79202867
0.68241893,0.45001731,0.59179181,1.0493171
0.6285208,0.41932135,0.64130979,0.68193966
0.63351841,0.45846707,0.47491581,-0.6529046
0.61233038,0.34045907,0.51296717,-0.86520253
0.71579604,0.038093432,0.63479873,0.30478789
0.69632234,-0.63197915,0.62320372,0.21892208
0.72509337,-0.61915694,0.71682196,-0.29419626
0.79949442,-0.092578,0.70756618,-0.13124748
0.54226998,-0.026223135,0.41468752,1.3588844
0.70502113,0.11086614,0.44127965,0.99191745
0.69272724,1.4388227,0.70853772,-0.18192874
0.74468476,1.4482572,0.70164929,-0.012522729
0.55945292,-0.1995357,0.55791911,-1.7224364
0.56025183,-0.29350124,0.50445186,1.9273026
0.56997111,0.64252306,0.60293666,-0.3008315
0.59574963,0.89508529,0.57011816,1.5112946
0.62712985,1.8403789,0.65660271,0.88412128
0.63031187,0.65529434,0.40089835,1.5324681
0.60805044,-0.81983942,0.55589178,-0.29932536
0.52518818,-0.48267357,0.60561949,-0.42603292
0.77115737,0.57235955,0.46927433,1.7126805
0.73835433,0.40354036,0.51105684,-0.83546829
0.57496171,-0.81442316,0.6011369,1.4759482
0.72961577,0.20966752,0.5772718,1.5736906
0.7374505,-0.037788035,0.54363449,2.3098794
0.6687415,-1.1074197,0.50270524,2.3652874
0.56607974,1.3645381,0.42357362,0.66415294
0.69636161,-2.0351636,0.6049679,0.037262166
0.61560289,1.385083,0.6314389,0.85993897
0.67945182,-1.2689133,0.6466564,0.5650912
0.65482346,-0.43354634,0.58946958,0.59362542
0.62641219,-1.3394257,0.53919856,2.2698726
0.64701005,-1.1180973,0.45705331,3.0015844
0.53489759,-0.49871348,0.70035652,-0.29722738
0.78017103,0.51675666,0.59150876,0.47215894
0.77495965,1.7748579,0.48015265,0.71792864
0.84681855,2.3812881,0.52758936,-0.18482267
0.68018437,-0.4231273,0.59075583,-0.66709268
0.6975297,1.3288964,0.56277686,-0.53245648
0.54464875,-0.898322,0.59417757,0.98958763
0.59435887,1.7204403,0.420607,-1.0309756
0.50844727,1.1973997,0.7258613,1.266822
0.61633584,-0.28234953,0.71201266,1.3747554
0.72820806,0.60898022,0.62137971,-0.50585226
0.6269928,0.25360046,0.65117174,-0.13713801
0.76167928,1.4335668,0.66592748,0.044368054
0.55623321,-0.35174392,0.49399418,0.10095384
0.7038077,0.21778896,0.45460569,0.072108473
0.65048315,-0.99235811,0.50438214,-0.98219587
0.49389901,-0.80580435,0.65445775,1.4677368
0.49912748,-0.78138609,0.69153443,0.10926831
0.65301421,-0.099437329,0.45200021,1.1657845
0.67957091,0.039184719,0.77581823,-1.0885017
0.64706217,1.0146735,0.80601455,-1.2183141
0.54106061,-0.0057779199,0.72618495,1.4806191
0.5283432,0.48702022,0.85895548,0.022452224
0.66086213,-0.10432187,0.86065191,-0.10449553
0.59022146,0.94095463,0.50816155,-0.52969845
0.60550357,0.84388876,0.55474721,1.214882
0.69282347,-0.266392,0.74355113,1.43401
0.75336576,0.74210688,0.71601697,1.4862685
0.61561343,1.7140495,0.63438808,2.2934653
0.64490541,0.040585791,0.49918426,2.0978312
0.67756338,1.0230006,0.4820986,1.9381492
0.69091988,-0.22352451,0.49085806,2.2351209
0.72716686,0.41045451,0.54141199,1.8062552
0.5106573,0.73495598,0.6872129,-1.2820598
0.54569831,0.54294939,0.66844638,-0.48686887
0.4891936,-1.6956522,0.43077275,-0.28050032
0.4283473,-1.4567467,0.32960739,0.27269485
0.62348034,0.86511605,0.4340908,0.083389134
0.68018659,0.33168142,0.5433381,-0.09575105
0.66494699,0.30638228,0.54355362,0.93714329
0.74328532,0.2108005,0.56031652,1.239142
0.71071458,0.23529609,0.60586593,2.0313537
0.54261282,0.040437194,0.61431847,-1.2055209
0.60625246,-0.58052803,0.59741175,-1.2841201
0.59991925,-1.1178819,0.62990211,-1.3469937
0.59182911,-1.240591,0.64430698,-1.4851927
0.51508956,-0.7969773,0.68580217,-0.29991906
0.62394227,0.2928204,0.71337762,0.60950297
0.61025879,-0.36845529,0.59926795,-1.0494505
0.67614679,0.33370793,0.70225852,0.70438059
0.52150012,-1.2663683,0.38788626,-1.8511944
0.56145005,0.9483995,0.35568166,-0.97589255
0.47924496,-2.3542669,0.26294648,-0.24210922
0.49130904,1.9713327,0.76079043,0.32083023
0.82431313,-1.2976648,0.79716186,-0.69978729
0.79819342,-0.50871121,0.41437936,-0.32230508
0.52309212,-0.42605333,0.73668554,-0.17557887
0.52659593,0.17238075,0.77852273,0.029665212
0.75411794,0.18828783,0.64156488,-0.26782423
0.74574203,0.63854867,0.66604084,0.59734213
0.7586301,0.82997159,0.56484263,-0.64873079
0.77795715,-0.42077339,0.38949147,-0.32267051
0.62091866,0.16164403,0.61778086,-0.41405643
0.61466872,-0.59512522,0.69645793,0.15370685
0.62089407,-0.83441061,0.60532217,1.1806137
0.61537065,1.3185584,0.57640357,1.0069818
0.80059233,-0.99900709,0.67838736,1.5627743
0.60173676,1.5467139,0.50767709,1.950966
0.57448169,0.98540426,0.446858,0.51776438
0.61776295,0.2347577,0.57620427,1.4392976
0.70996139,0.3262745,0.54894279,-0.071049924
0.77135499,1.1723312,0.51101729,0.13054837
0.75742723,0.23370688,0.67724582,0.94911115
0.82089924,0.28838383,0.67054991,1.026392
0.75214791,0.12881969,0.54159519,1.160701
0.56758139,-0.81683181,0.54730641,0.56603263
0.6066351,-1.2082727,0.47372701,-1.4321933
0.56680297,-1.170817,0.5799852,-0.40957751
0.39263544,0.032761084,0.59639106,-0.28285787
0.79418458,0.58227671,0.57567118,-0.80005807
0.51227054,-0.63726465,0.57125879,-0.74268462
0.57182606,0.50147671,0.53323673,-1.033018
0.71879208,-0.52611286,0.52045827,-1.192515
0.68887906,-0.8895055,0.55277007,-0.51715644
0.65666547,-0.68513997,0.54917966,0.035757339
0.70088743,-1.0140191,0.65980018,0.7669715
0.67267017,-0.50947652,0.6752135,1.5670287
0.61801564,-0.20336108,0.53057468,1.4046411
0.74972708,0.34992246,0.51027743,1.4898962
0.64918807,0.95802616,0.44785862,1.5339134
0.64365313,1.2103488,0.43403849,1.4075598
0.67153606,2.460179,0.58306711,-2.6086921
0.65960797,-0.68931607,0.41923468,-0.87520494
0.62093119,0.6433338,0.4184186,-0.30548285
0.6453922,0.58227418,0.63646448,0.053338462
0.72080654,0.62111726,0.73241148,0.71984514
0.68837244,0.49990519,0.74481019,0.42341067
0.63025289,1.8120555,0.35095258,-0.95821979
0.64603873,1.6924216,0.77887737,1.4259591
0.56780566,0.36884898,0.58645005,0.52904525
0.5802077,1.3756753,0.60848506,0.11170296
0.57378984,-0.84560566,0.63928008,0.44935446
0.62566837,-0.41888046,0.6324076,0.70825837
0.61489374,-0.56616667,0.55488998,-1.3358696
0.64553646,-0.73410621,0.72900393,0.34976625
0.58141796,-0.57836539,0.65596976,0.090428452
0.55431867,2.382968,0.68288274,0.88383413
0.50188305,1.2051776,0.68392396,1.1452629
0.60395588,-0.43544279,0.60206063,-0.60657039
0.68494457,-0.62373275,0.63383465,1.1990175
0.471425,-1.636717,0.62520432,1.2641684
0.66472355,0.88309513,0.35043619,-0.62927495
0.55281007,-0.97402649,0.41452799,-0.11606661
0.71296265,1.234587,0.4243556,0.30643627
0.7756825,1.3089863,0.57218233,0.38304677
0.77819482,1.3996864,0.58126068,0.50637273
0.73519156,-0.63200738,0.6388059,0.89498129
0.64116338,-1.3417229,0.6271203,0.85605221
0.72870049,0.093642969,0.68336912,0.17224688
0.57744214,1.2079301,0.62494401,-0.14920938
0.756104,0.024603453,0.66832944,-0.26745705
0.73569814,-0.12828447,0.49839787,0.92708331
0.50330253,0.3727345,0.57299055,0.87165274
0.64088966,0.096044026,0.6155629,1.1021533
0.64862466,0.069256582,0.66039833,0.79785601
0.66120461,0.014837238,0.59600772,-0.39375055
0.6790882,0.48631408,0.54716068,0.090785139
0.69683206,0.94498507,0.72484651,-1.0338047
0.89137748,0.17759265,0.70987556,0.031729682
0.78157672,-0.31025084,0.52462319,0.087877093
0.68235467,1.348239,0.64533101,0.79653627
0.74607338,0.95303139,0.64034695,0.77550417
0.61829189,-1.0827172,0.62278437,0.74309171
0.52079713,0.73732688,0.43452558,-1.8679133
0.67620653,0.50173816,0.7393935,2.1034816
0.63975057,-0.84833399,0.56600869,0.96529976
0.63080183,-0.68952816,0.76100708,0.19223278
0.58172673,-0.50861072,0.65069465,1.1126828
0.38696858,-0.84241365,0.50128026,0.25745132
0.80033168,0.39815058,0.44166952,-1.1935158
0.53611519,-0.13068313,0.4604008,-0.36555152
0.70707322,0.076273538,0.73740396,0.82934482
0.73358332,0.30320223,0.75982469,0.79875763
0.71190968,0.65020693,0.43795259,-0.15104941
0.52181159,-0.39949668,0.5152606,0.93236579
0.680563,0.34912684,0.59023279,-0.20672407
0.54624085,0.57263981,0.66568264,-0.15871034
0.65928489,1.4087215,0.70650306,0.89253272
0.75879928,1.894845,0.66173,2.4713705
0.64045181,1.4207383,0.65783977,2.1057787
0.78263022,0.47653229,0.78454936,1.8889992
0.85101977,-0.18529617,0.62357477,1.5221484
0.83180368,-0.31180652,0.67990957,1.4259042
0.80337513,-0.48547342,0.48031924,1.9796063
0.77836256,0.70266093,0.43474636,2.1344487
0.80696308,-0.61365113,0.49694308,-1.8133723
0.70852769,-1.3180772,0.61966456,0.81766438
0.72454567,-0.65362191,0.67306967,0.90438563
0.65921739,-1.9977183,0.64911568,-0.37692597
0.68711436,2.2955741,0.59744644,-0.43444902
0.6032391,0.40373427,0.72072248,0.20427089
0.70281487,-0.72535842,0.47740312,0.081822919
0.74806803,0.76590379,0.50171196,-0.12033445
0.59162146,-0.42989737,0.67135261,0.51384109
0.53378398,-0.0043322043,0.62404559,0.053016505
0.44062942,-0.28988867,0.58695601,0.28818615
0.5980733,-0.54915798,0.53634564,0.6226419
0.82570939,1.9741712,0.55302249,0.57030434
0.814541,2.1483208,0.48800563,0.29471778
0.70891441,-1.343773,0.52291175,0.45728404
0.69904551,-1.6029727,0.64403948,0.23142879
0.66519967,0.47962096,0.46992164,1.2537961
0.63530251,-1.3517437,0.77945618,-0.65476399
0.63834702,-0.96138018,0.65496308,1.8586067
0.4966813,-0.88487748,0.65496308,1.8586067
0.66960731,-0.060630493,0.36775823,-0.86655579
0.70481658,1.0812103,0.25886683,-0.86450957
0.75595637,1.7454262,0.31247163,-0.55394257
0.69436098,1.1674834,0.30260872,-0.74285719
0.63336473,1.3637955,0.32044265,-0.81280101
0.62853531,1.2859407,0.65367105,1.0091492
0.62569797,-1.6011565,0.56793241,1.75851
0.63584311,-1.4516492,0.55810115,-1.3068309
0.57851112,-2.1921021,0.5453518,0.26088598
0.513252,-0.30121192,0.538178,0.072538633
0.69971843,0.31160037,0.6282668,-0.033461972
0.61294604,0.14629464,0.54890646,-0.67604148
0.61325074,0.57513789,0.69459757,1.2540415
0.74414069,1.2819673,0.47277631,-0.47897362
0.61940785,-0.4302086,0.55389919,-0.16899947
0.65703798,1.8720894,0.47450593,0.45009214
0.62563942,1.5220034,0.6430892,0.12208101
0.67688992,1.1100873,0.74893413,0.17763299
0.72096867,-0.36295122,0.63722221,-1.1319701
0.6497591,0.84582838,0.54848376,-0.65681976
0.68208986,1.772675,0.57841134,-0.6202808
0.39598456,-0.4977958,0.55796516,-0.77811335
0.45242429,-1.3652344,0.53951071,-0.77950818
0.59663343,1.0371234,0.52590155,-0.49377371
0.66070878,-1.2566156,0.52085772,0.78892199
0.51264943,0.19003456,0.6605457,1.0252671
0.5503929,-0.12426543,0.66237114,0.82782167
0.63194518,-0.86265612,0.67610678,0.77910973
0.62724638,-0.49668472,0.46850835,0.74523098
0.63002027,0.25294189,0.46837256,0.6871111
0.67917954,0.28878515,0.54286431,-1.4317247
0.61428344,-0.21555395,0.64225518,0.094049334
0.5928321,-0.61159456,0.76038361,0.90676236
0.68629805,0.12379292,0.80738529,0.79520421
0.79492643,-0.12505427,0.64371642,0.5931433
0.66063817,-0.35752495,0.43910102,-0.19037303
0.58823153,-0.38176721,0.5434081,0.8323833
0.88409099,0.58586582,0.66113745,0.10247269
0.59817696,-0.3194758,0.69749879,0.39580387
0.72965666,-0.80692941,0.67397761,-0.80051912
0.56061757,1.0567447,0.6911967,0.62876709
0.77392603,1.2157853,0.62748731,1.429616
0.67984649,1.0096564,0.56085498,1.1116272
0.6494277,0.94942922,0.61890781,0.61075349
0.73266215,1.1123645,0.61015379,-0.73905594
0.56518731,-0.37893587,0.52318447,-0.031735042
0.55125177,-0.14729665,0.42400444,-0.11223101
0.5241689,0.67880855,0.40703465,-0.21439875
0.58959657,0.10849383,0.60178258,0.57236539
0.60228988,0.27850362,0.36354531,-0.38316193
0.55096803,0.72339074,0.3498004,0.52128156
0.73441647,-1.1072913,0.31312261,0.58202013
0.71610852,-1.9211069,0.47123001,0.95799703
0.70799273,-0.51297826,0.58171507,-0.59886972
0.71089164,-0.29362334,0.61200789,0.37299833
0.72919108,-0.15446285,0.45395973,-0.79846821
0.68451396,-0.3679192,0.55221931,1.7429414
0.6484131,-0.18798041,0.63956462,0.052138514
0.6214974,-0.86774916,0.59977828,-0.54618218
0.6567625,-0.8534483,0.66652943,-0.8985101
0.59573088,0.83394115,0.51305912,1.0626986
0.61950372,0.1442973,0.47874758,0.81385017
0.73022786,0.54345904,0.72324228,-0.27241034
0.57958754,0.27423294,0.74885329,0.1805904
0.75568054,-0.19284971,0.55632873,-0.81472649
0.73116994,-0.049983438,0.51879947,2.6610605
0.69542066,0.23553236,0.62447947,0.14766142
0.67066957,-0.035589169,0.53336824,-1.2090073
0.78823625,-0.22620634,0.48491464,0.088965173
0.78173156,0.6307039,0.4466355,0.62811647
0.96615935,0.80394361,0.4495668,0.65922026
0.84735372,0.037021537,0.51621149,-0.85573649
0.73698751,0.8822601,0.47227095,1.0224867
0.71446567,2.0006668,0.57224504,-0.064163581
0.6294934,2.1664255,0.65187336,-0.63027482
0.63944363,-0.10870614,0.72430984,-0.94027244
0.72844831,-0.59166269,0.80704814,0.1570148
0.65606427,-1.0927167,0.78720691,0.16768667
0.68254958,-0.36587724,0.78781163,-0.19643114
0.75348506,0.21144421,0.77615316,-1.3580008
0.6563848,-0.14082772,0.67161116,-0.32413012
0.68923627,-1.2365695,0.498047,0.43268817
0.54834907,-1.1323516,0.63578446,0.6714566
0.69064618,-0.2703517,0.51419315,1.1075367
0.66261334,1.3067416,0.52818544,0.37563291
0.6017738,0.77231879,0.62955609,0.23138077
0.60790199,-0.60597631,0.58558027,1.0991856
0.58316093,0.21880744,0.49962944,1.4165382
0.56054088,1.0075822,0.46896197,0.48230764
0.56778978,-0.45395249,0.48206274,0.52651554
0.54545527,-1.120492,0.5338883,0.21817809
0.54269083,0.074705937,0.56027808,0.046737162
0.52192677,-0.6613391,0.53118774,-0.19802048
0.60427893,0.33484747,0.75403244,0.70549341
0.65881779,0.028635805,0.69123662,-0.63372325
0.7703023,0.22162436,0.60298869,-0.091766199
0.7731558,-0.40882767,0.62329085,0.27813467
0.75425035,-0.41086135,0.66746536,0.55944681
0.70398215,-1.0149548,0.71757714,1.5677526
0.76367483,-0.84120798,0.64000106,1.4364978
0.68055675,-0.061502786,0.58303767,0.13088247
0.63413366,1.2015867,0.53709233,-0.81320158
0.44013679,1.3652252,0.65323118,-0.34797751
0.44856154,1.4007279,0.49830244,1.9385801
0.68552136,-1.4657912,0.6103792,0.48778196
0.6829078,-1.0924352,0.82848418,0.23710616
0.70311924,0.12570897,0.48163673,0.53281552
0.55477206,-0.075815529,0.35142263,0.89523468
0.67092084,0.19546682,0.36212414,0.92281989
0.70460217,0.53098777,0.53564802,0.87535437
0.6194251,-0.54461249,0.49427065,1.164743
0.54839551,-0.72066998,0.45398618,0.01527898
0.62949825,0.6230187,0.72844968,0.30529113
0.68490126,0.48891669,0.72427686,0.069098334
0.6626272,0.47808231,0.45204557,0.046763649
0.73411988,-1.1554812,0.53707911,0.4350122
0.6217898,-1.0756649,0.50245599,0.75025414
0.7017016,-1.6062354,0.70059855,-0.18914523
0.68535527,1.888232,0.6811454,-0.11325807
0.71351303,-0.48899897,0.69761639,-0.33098362
0.53849149,-1.1072567,0.41306414,0.27670464
0.61654163,0.42004728,0.44884707,0.22214691
0.62401346,0.37454143,0.43362199,0.95040975
0.7561603,0.10826683,0.56068273,-0.67499103
0.74847142,0.32607921,0.5470539,0.59574483
0.67382472,-0.17047355,0.51289474,-0.50573154
0.62801748,-0.68754146,0.58055333,0.59985547
0.64449251,-0.5993079,0.75365746,1.3350026
0.61112446,-1.609416,0.65541932,0.97781929
0.54455945,1.2727987,0.63349773,-0.17831006
0.6580955,-1.7839183,0.48253782,0.85120105
0.62687724,-1.6197599,0.71347131,0.19983823
0.59155776,-0.56113127,0.78165675,1.7056246
0.54125598,-1.2268301,0.63001957,1.8444631
0.68168167,0.68703674,0.353182,-1.5664447
0.60309862,-0.35216361,0.43818845,-1.236881
0.62527129,-0.49750028,0.49680246,0.043383276
0.55229622,0.074435297,0.43153513,-0.13016621
0.54195535,0.11052228,0.44912514,-0.41858777
0.78875054,0.44193595,0.6462939,1.324082
0.76275979,-0.43515254,0.71669416,0.47796103
0.79045051,0.4280312,0.32781982,0.02233311
0.70031376,0.47786532,0.32558035,0.038267182
0.71772568,0.56444653,0.78563364,0.5595383
0.72966786,0.62740145,0.54367255,0.51433733
0.7211425,0.63074675,0.62794684,-0.26162698
0.66799209,-0.48244701,0.59423424,0.94053052
0.65464105,-0.41861282,0.64413884,-0.96974459
0.65785828,0.4381238,0.53125788,1.1784928
0.80563631,1.2411403,0.51717156,-0.45637366
0.80901073,0.53320456,0.6957768,3.0665667
0.85974731,0.51989856,0.66594479,-1.2614477
0.85618379,1.3328869,0.64531206,-0.99978263
0.74385671,-0.6907535,0.54661682,-0.22539234
0.77101455,-0.63019876,0.47840774,1.8290034
0.74332116,-0.12920425,0.44839767,-2.3099592
0.6396675,-0.257249,0.48402025,-1.9823776
0.71682792,0.98326389,0.505996,-1.7545378
0.58116234,0.18299716,0.53722273,0.76018666
0.61247437,0.66048457,0.76917471,0.03671427
0.63219065,1.5464141,0.59366575,-0.52757859
0.60406187,-0.94777052,0.5358626,0.57794683
0.64049054,0.75381218,0.43044433,0.92494997
0.64977286,0.72425619,0.60130081,0.85158399
0.70840615,0.23833385,0.608134,0.71992623
0.74827161,0.5335575,0.62643928,1.137529
0.71751886,0.3758891,0.48737161,1.1600389
0.70288316,0.43371177,0.46533562,1.6055304
0.55170464,-0.91524859,0.44935698,2.0342198
0.55476378,-0.85989659,0.54050715,0.51217478
0.8294423,-0.90777759,0.5006207,-0.086865932
0.88944652,-1.0970161,0.47096199,-0.85952386
0.78957223,-1.2550202,0.43257081,0.19538407
0.67416566,1.8603479,0.40854342,0.33874556
0.79201426,0.71629259,0.47801921,-0.063061746
0.74298045,1.0527539,0.45922457,0.096666809
0.76414835,-0.81737927,0.47784838,-1.165265
0.67324359,0.34690903,0.45351294,0.55289646
0.57193596,-0.29071839,0.45365653,-0.53606171
0.51788251,0.037545222,0.59676389,-1.5519194
0.77515422,0.092782037,0.62789346,1.6140966
0.75954684,-0.16355567,0.69732606,-0.032192076
0.76851012,0.042657598,0.66174477,1.3041191
0.64242116,0.25878634,0.57874461,0.91963357
0.68472734,1.1037566,0.58671587,-0.015561974
0.673854,0.7961856,0.62969825,0.24738208
0.75617895,-0.59741691,0.73376123,1.2662923
0.76324234,-0.071814563,0.50294354,-1.614516
0.74557419,-0.058401556,0.63653294,-0.75918236
0.53995413,-1.875675,0.73276942,0.057887336
0.57643518,-1.4954333,0.43289237,0.97957151
0.50748891,-1.5373637,0.5079521,0.92058334
0.54323705,-1.5723201,0.52084291,-0.01019589
0.55572386,1.1359292,0.62032174,0.20312299
0.83978655,1.6110278,0.60115004,-0.090353428
0.81936975,1.5895604,0.57539316,1.2057303
0.78676015,-1.1043605,0.66144597,1.3715473
0.67057193,0.21718753,0.66730574,1.397118
0.76086912,-0.081757995,0.57592978,2.0989947
0.64663532,-1.3529734,0.56229703,-0.22275073
0.72822758,1.8460261,0.57452996,0.38062243
0.66611077,0.01202288,0.57367176,0.19292494
0.60439651,-0.35871667,0.53101841,-0.87324754
0.69295006,0.064392072,0.4168971,1.7441633
0.65431759,-0.36935099,0.76024081,-1.4407974
0.61063736,0.78433297,0.7132697,-0.20813043
0.66199777,0.68658289,0.52175033,2.0999919
0.64699461,0.669076,0.5505834,1.9881367
0.66610794,0.077345287,0.43377476,0.36527341
0.55830506,0.10034917,0.562084,0.35976527
0.55096769,0.22398164,0.61182724,0.21346126
0.6134915,0.48877923,0.41738288,-0.23372227
0.71214293,-0.043232621,0.51199472,-0.19977022
0.67960208,-0.18917822,0.46441868,0.07842051
0.63312863,-0.098684274,0.45338327,0.12672349
0.61971784,0.15705672,0.50676773,0.27302096
0.40221476,0.17565517,0.35101346,-0.082578477
0.64876468,-0.65555714,0.61620181,1.4063939
0.67412754,-0.537058,0.75358244,-0.27649903
0.59384825,-0.30272235,0.47113754,0.50297483
0.66941799,-0.40152738,0.44660884,0.53499711
0.66958369,-0.28651889,0.54439888,-0.24095443
0.71457834,0.53472332,0.53267927,-1.9640426
0.72536537,1.6302094,0.50913832,2.4925169
0.7393815,1.53989,0.59812718,1.6846008
0.63561121,0.036322631,0.57505764,1.1760226
0.77044627,2.1212498,0.53574396,0.67801328
0.86408407,0.6123697,0.57815789,0.058527981
0.82251685,0.91518255,0.58739368,0.069483543
0.76314695,1.7702073,0.59704165,0.026901358
0.76559542,0.53649706,0.52552122,0.1431574
0.74150798,-0.54385971,0.77960038,-0.23950926
0.7383357,0.60935722,0.63295508,1.4590887
0.72047371,-0.38548932,0.67756765,-1.236279
0.63027438,-1.497698,0.50238447,1.2351919
0.6677629,-1.8478214,0.53649701,1.1087847
0.61835416,-0.57525363,0.54163042,-0.76931697
0.55550892,2.7428114,0.49185556,1.1034013
0.55181371,2.5063379,0.76217533,-0.35041964
0.61826991,-2.9017578,0.74953637,-0.71989022
0.59695748,-2.5472716,0.72194295,-0.11336231
0.70088554,-1.5798444,0.42559088,1.1569785
0.73460751,0.2958103,0.47210936,0.14542777
0.65630685,-0.081649439,0.43171943,0.21867387
0.65213285,0.99737488,0.40880488,0.34270696
0.65530189,0.90929585,0.40572471,-0.63508022
0.70669425,-0.66545642,0.50837782,-0.049050189
0.70420929,-0.6229914,0.52822309,0.33989686
0.58435287,-0.51303004,0.66492552,-0.7669515
0.48542216,0.42614337,0.63551422,-0.7919266
0.5459547,-1.8148623,0.71980187,-0.25101152
0.79304541,0.091741355,0.60693061,0.35732978
0.78422229,0.12701182,0.53076535,-0.69914565
0.57793785,0.17195122,0.57221184,0.0094664727
0.59213271,0.38257134,0.66297598,0.037786159
0.65862315,-0.43310489,0.55780989,0.46906667
0.68859824,3.0552781,0.75659806,1.0060644
0.70240723,3.5277477,0.70861415,-0.5145888
0.66302785,2.1838302,0.74776313,0.23869151
0.70818494,1.728199,0.56748422,0.40570093
0.70331981,0.35143085,0.63164102,1.5746875
